标题：历史成交
营业部名称：xchxwtyh8
期间：2025 - 05 - 16 至 2026 - 06 - 15
股东：衡祥安

------------------------------
成交日期	成交时间	证券代码	证券名称	操作	成交数量	成交价格	成交金额	股票余额	合同编号	成交编号	手续费	印花税	其他杂费	发生金额	备注	交易市场	佣金	过户费	后资金额	清算金额	委托日期	真实操作	
20260312	10:25:22	000815	美利云	证券买入	200	18.310	3662.000	200	4677	0103000033297710	5.000	0.000	0.040	-3667.040	证券买入	深圳Ａ股	5.000	0.040	1256.710	-3667.040	20260312	0	
20260312	09:36:38	600183	生益科技	证券买入	1700	65.450	111265.000	3500	1480	7464545	8.900	0.000	1.120	-111275.020	证券买入	上海Ａ股	8.900	1.120	4923.750	-111275.020	20260312	0	
20260312	09:35:53	601360	三六零	证券卖出	-9200	12.440	114448.000	0	1458	6819304	9.160	57.220	1.120	114380.500	证券卖出	上海Ａ股	9.160	1.120	116198.770	114380.500	20260312	0	
20260311	09:38:16	002409	雅克科技	证券买入	1300	92.672	120473.000	1300	1706	0103000010604779	9.640	0.000	1.200	-120483.840	证券买入	深圳Ａ股	9.640	1.200	1818.270	-120483.840	20260311	0	
20260311	09:38:03	603881	数据港	证券卖出	-3100	39.200	121520.000	0	1679	8191321	9.720	60.760	1.220	121448.300	证券卖出	上海Ａ股	9.720	1.220	5419.120	121448.300	20260311	0	
20260311	09:30:33	601360	三六零	证券买入	9200	12.780	117576.000	9200	681	1124056	9.410	0.000	1.180	-117586.590	证券买入	上海Ａ股	9.410	1.180	-116029.180	-117586.590	20260311	0	
20260311	09:30:20	002432	九安医疗	证券卖出	-2200	53.160	116952.000	0	646	0101000002007308	9.360	58.480	1.170	116882.990	证券卖出	深圳Ａ股	9.360	1.170	122302.110	116882.990	20260311	0	
20260310	13:03:29	603881	数据港	证券买入	3100	39.340	121954.000	3100	6659	44705594	9.760	0.000	1.220	-121964.980	证券买入	上海Ａ股	9.760	1.220	118863.960	-121964.980	20260310	0	
20260310	13:03:21	601360	三六零	证券卖出	-9500	12.400	117800.000	0	6653	44682493	9.420	58.900	1.180	117730.500	证券卖出	上海Ａ股	9.420	1.180	240828.940	117730.500	20260310	0	
20260310	09:50:36	600183	生益科技	证券买入	1800	63.410	114138.000	1800	3249	18293557	9.130	0.000	1.140	-114148.270	证券买入	上海Ａ股	9.130	1.140	123098.440	-114148.270	20260310	0	
20260310	09:50:24	601360	三六零	证券卖出	-9500	12.480	118560.000	9500	3237	18177877	9.480	59.280	1.190	118490.050	证券卖出	上海Ａ股	9.480	1.190	237246.710	118490.050	20260310	0	
20260310	09:48:21	002432	九安医疗	证券买入	2200	53.316	117296.000	2200	3054	0103000018761863	9.380	0.000	1.170	-117306.550	证券买入	深圳Ａ股	9.380	1.170	1557.410	-117306.550	20260310	0	
20260310	09:48:13	601360	三六零	证券卖出	-9500	12.440	118180.000	19000	3038	17022703	9.450	59.070	1.170	118110.310	证券卖出	上海Ａ股	9.450	1.170	118756.660	118110.310	20260310	0	
20260309	09:49:29	601360	三六零	证券买入	8200	11.610	95202.000	28500	1756	21522836	7.620	0.000	0.950	-95210.570	证券买入	上海Ａ股	7.620	0.950	-95414.940	-95210.570	20260309	0	
20260309	09:34:29	601360	三六零	证券买入	20300	11.700	237510.000	20300	1894	8171850	19.000	0.000	2.370	-237531.370	证券买入	上海Ａ股	19.000	2.370	-204.370	-237531.370	20260309	0	
20260309	09:34:16	603596	伯特利	证券卖出	-4900	48.403	237175.000	0	1850	7940253	18.970	118.580	2.390	237035.060	证券卖出	上海Ａ股	18.970	2.390	237327.000	237035.060	20260309	0	
20260309	09:33:26	002409	雅克科技	证券卖出	-1100	87.380	96118.000	0	1702	0105000008663912	7.690	48.060	0.960	96061.290	证券卖出	深圳Ａ股	7.690	0.960	646.350	96061.290	20260309	0	
20260302	13:16:54	603596	伯特利	证券买入	2700	53.716	145032.000	4900	8306	60556508	11.600	0.000	1.450	-145045.050	证券买入	上海Ａ股	11.600	1.450	107320.570	-145045.050	20260302	0	
20260302	13:16:44	600839	四川长虹	证券卖出	-13800	10.160	140208.000	0	8299	60522461	11.220	70.100	1.400	140125.280	证券卖出	上海Ａ股	11.220	1.400	252365.620	140125.280	20260302	0	
20260302	10:13:31	603596	伯特利	证券买入	2200	53.630	117986.000	2200	5298	34329805	9.440	0.000	1.180	-117996.620	证券买入	上海Ａ股	9.440	1.180	112240.340	-117996.620	20260302	0	
20260302	10:07:44	600410	华胜天成	证券卖出	-4000	29.500	118000.000	0	4895	30811162	9.440	59.020	1.200	117930.340	证券卖出	上海Ａ股	9.440	1.200	230236.960	117930.340	20260302	0	
20260302	09:51:15	002409	雅克科技	证券买入	1100	97.290	107019.000	1100	3797	0105000023042198	8.560	0.000	1.070	-107028.630	证券买入	深圳Ａ股	8.560	1.070	291.940	-107028.630	20260302	0	
20260302	09:51:02	600410	华胜天成	证券卖出	-3900	28.678	111845.000	4000	3773	21505596	8.950	55.930	1.120	111779.000	证券卖出	上海Ａ股	8.950	1.120	112306.620	111779.000	20260302	0	
20260227	11:02:05	600839	四川长虹	证券买入	13800	10.430	143934.000	13800	5484	34714007	11.510	0.000	1.420	-143946.930	证券买入	上海Ａ股	11.510	1.420	-260515.260	-143946.930	20260227	0	
20260227	11:01:51	002409	雅克科技	证券卖出	-1500	95.960	143940.000	0	5477	0105000040416667	11.520	71.970	1.440	143855.070	证券卖出	深圳Ａ股	11.520	1.440	527.620	143855.070	20260227	0	
20260227	09:31:57	600410	华胜天成	证券买入	3500	28.160	98560.000	7900	1008	2926533	7.880	0.000	0.990	-98568.870	证券买入	上海Ａ股	7.880	0.990	-116568.330	-98568.870	20260227	0	
20260227	09:31:46	603757	大元泵业	证券卖出	-2200	44.510	97922.000	0	848	2762796	7.830	48.960	0.980	97864.230	证券卖出	上海Ａ股	7.830	0.980	-17999.460	97864.230	20260227	0	
20260227	09:31:26	600410	华胜天成	证券买入	4400	28.220	124168.000	4400	916	2425656	9.930	0.000	1.240	-124179.170	证券买入	上海Ａ股	9.930	1.240	-115863.690	-124179.170	20260227	0	
20260227	09:30:45	002229	鸿博股份	证券卖出	-7100	16.515	117257.000	0	777	0104000002665095	9.380	58.640	1.170	117187.810	证券卖出	深圳Ａ股	9.380	1.170	-143327.450	117187.810	20260227	0	
20260226	13:21:28	002409	雅克科技	证券买入	1500	98.090	147135.000	1500	6889	0101000056771592	11.770	0.000	1.470	-147148.240	证券买入	深圳Ａ股	11.770	1.470	8315.480	-147148.240	20260226	0	
20260226	13:21:13	600183	生益科技	证券卖出	-2100	73.210	153741.000	0	6882	46723355	12.300	76.870	1.540	153650.290	证券卖出	上海Ａ股	12.300	1.540	171628.480	153650.290	20260226	0	
20260226	10:35:17	603757	大元泵业	证券买入	2200	46.370	102014.000	2200	4914	30809856	8.160	0.000	1.010	-102023.170	证券买入	上海Ａ股	8.160	1.010	17978.190	-102023.170	20260226	0	
20260226	10:33:10	002156	通富微电	证券卖出	-2000	50.960	101920.000	0	4842	0104000035562185	8.150	50.960	1.020	101859.870	证券卖出	深圳Ａ股	8.150	1.020	155463.720	101859.870	20260226	0	
20260226	09:33:25	002229	鸿博股份	证券买入	7100	16.622	118014.000	7100	1204	0103000006067324	9.440	0.000	1.190	-118024.630	证券买入	深圳Ａ股	9.440	1.190	53603.850	-118024.630	20260226	0	
20260226	09:31:46	603138	海量数据	证券卖出	-5400	22.140	119556.000	0	890	2793865	9.560	59.770	1.200	119485.470	证券卖出	上海Ａ股	9.560	1.200	120001.360	119485.470	20260226	0	
20260225	13:15:05	603138	海量数据	证券买入	5400	21.400	115560.000	5400	6832	44080182	9.240	0.000	1.160	-115570.400	证券买入	上海Ａ股	9.240	1.160	-258973.520	-115570.400	20260225	0	
20260225	13:14:51	002156	通富微电	证券卖出	-2200	50.960	112112.000	2000	6825	0103000049510003	8.970	56.070	1.120	112045.840	证券卖出	深圳Ａ股	8.970	1.120	515.890	112045.840	20260225	0	
20260225	09:46:55	600183	生益科技	证券买入	2100	68.350	143535.000	2100	2684	12924522	11.480	0.000	1.440	-143547.920	证券买入	上海Ａ股	11.480	1.440	-143403.120	-143547.920	20260225	0	
20260225	09:44:40	000917	电广传媒	证券卖出	-11800	12.340	145612.000	0	2449	0104000014342400	11.650	72.810	1.460	145526.080	证券卖出	深圳Ａ股	11.650	1.460	-111529.950	145526.080	20260225	0	
20260225	09:32:01	002156	通富微电	证券买入	1200	50.490	60588.000	4200	1018	0103000004052841	5.000	0.000	0.610	-60593.610	证券买入	深圳Ａ股	5.000	0.610	-257056.030	-60593.610	20260225	0	
20260225	09:31:17	002229	鸿博股份	证券卖出	-3800	16.460	62548.000	0	871	0102000003473804	5.000	31.270	0.630	62511.100	证券卖出	深圳Ａ股	5.000	0.630	-196462.420	62511.100	20260225	0	
20260224	10:27:23	000917	电广传媒	证券买入	4000	12.400	49600.000	11800	4210	0102000032984240	5.000	0.000	0.500	-49605.500	证券买入	深圳Ａ股	5.000	0.500	144.800	-49605.500	20260224	0	
20260224	10:26:53	002156	通富微电	证券卖出	-1000	49.030	49030.000	3000	4101	0105000034778204	5.000	24.510	0.490	49000.000	证券卖出	深圳Ａ股	5.000	0.490	49750.300	49000.000	20260224	0	
20260213	13:05:52	002156	通富微电	证券买入	1900	49.285	93641.000	4000	4991	0101000043881721	7.490	0.000	0.930	-93649.420	证券买入	深圳Ａ股	7.490	0.930	750.300	-93649.420	20260213	0	
20260213	13:05:43	000917	电广传媒	证券卖出	-7700	11.710	90167.000	7800	4990	0102000043345143	7.210	45.090	0.900	90113.800	证券卖出	深圳Ａ股	7.210	0.900	94399.720	90113.800	20260213	0	
20260213	13:05:18	002156	通富微电	证券买入	2100	49.170	103257.000	2100	4987	0101000043774778	8.260	0.000	1.050	-103266.310	证券买入	深圳Ａ股	8.260	1.050	4285.920	-103266.310	20260213	0	
20260213	13:05:04	002400	省广集团	证券卖出	-9600	11.190	107424.000	0	4983	0101000043732949	8.590	53.720	1.070	107360.620	证券卖出	深圳Ａ股	8.590	1.070	107552.230	107360.620	20260213	0	
20260213	09:39:31	002229	鸿博股份	证券买入	3800	17.080	64904.000	3800	1574	0101000010292869	5.190	0.000	0.650	-64909.840	证券买入	深圳Ａ股	5.190	0.650	191.610	-64909.840	20260213	0	
20260213	09:39:04	600183	生益科技	证券卖出	-1000	64.980	64980.000	0	1534	7764476	5.200	32.490	0.640	64941.670	证券卖出	上海Ａ股	5.200	0.640	65101.450	64941.670	20260213	0	
20260212	11:25:34	000917	电广传媒	证券买入	5700	11.580	66006.000	15500	5440	0101000043738882	5.280	0.000	0.650	-66011.930	证券买入	深圳Ａ股	5.280	0.650	159.780	-66011.930	20260212	0	
20260212	10:03:20	600183	生益科技	证券买入	1000	66.090	66090.000	1000	3160	16745980	5.290	0.000	0.680	-66095.970	证券买入	上海Ａ股	5.290	0.680	-65942.290	-66095.970	20260212	0	
20260212	09:44:12	002080	中材科技	证券卖出	-2700	48.960	132192.000	0	1931	0104000013496753	10.580	66.100	1.320	132114.000	证券卖出	深圳Ａ股	10.580	1.320	66171.710	132114.000	20260212	0	
20260211	10:00:53	000917	电广传媒	证券买入	9800	11.240	110152.000	9800	3083	0105000020666088	8.810	0.000	1.100	-110161.910	证券买入	深圳Ａ股	8.810	1.100	153.680	-110161.910	20260211	0	
20260211	10:00:32	002409	雅克科技	证券卖出	-1200	90.190	108228.000	0	3058	0102000020168261	8.660	54.120	1.080	108164.140	证券卖出	深圳Ａ股	8.660	1.080	110315.590	108164.140	20260211	0	
20260210	10:15:30	002080	中材科技	证券买入	2700	40.886	110393.000	2700	4103	0104000029413057	8.830	0.000	1.110	-110402.940	证券买入	深圳Ａ股	8.830	1.110	2151.450	-110402.940	20260210	0	
20260210	10:15:25	002400	省广集团	证券卖出	-9500	11.760	111720.000	9600	4099	0105000028323697	8.940	55.870	1.110	111654.080	证券卖出	深圳Ａ股	8.940	1.110	112554.390	111654.080	20260210	0	
20260209	10:59:34	002400	省广集团	证券买入	11000	11.600	127600.000	19100	5444	0104000040827754	10.210	0.000	1.270	-127611.480	证券买入	深圳Ａ股	10.210	1.270	900.310	-127611.480	20260209	0	
20260209	10:59:24	603881	数据港	证券卖出	-3200	40.000	128000.000	0	5441	33271707	10.240	64.000	1.280	127924.480	证券卖出	上海Ａ股	10.240	1.280	128511.790	127924.480	20260209	0	
20260202	10:14:16	002400	省广集团	证券买入	8100	12.464	100958.000	8100	4645	0104000033376182	8.080	0.000	1.010	-100967.090	证券买入	深圳Ａ股	8.080	1.010	587.310	-100967.090	20260202	0	
20260202	10:14:05	002409	雅克科技	证券卖出	-1100	90.658	99724.000	1200	4637	0104000033305882	7.980	49.850	0.990	99665.180	证券卖出	深圳Ａ股	7.980	0.990	101554.400	99665.180	20260202	0	
20260130	09:30:41	603881	数据港	证券买入	1700	37.944	64505.000	3200	1006	1731655	5.160	0.000	0.660	-64510.820	证券买入	上海Ａ股	5.160	0.660	1889.220	-64510.820	20260130	0	
20260130	09:30:31	605598	上海港湾	证券卖出	-1000	59.930	59930.000	0	952	1449650	5.000	29.970	0.600	59894.430	证券卖出	上海Ａ股	5.000	0.600	66400.040	59894.430	20260130	0	
20260129	11:27:48	002409	雅克科技	证券买入	1300	95.713	124427.000	2300	7947	0105000057821838	9.950	0.000	1.250	-124438.200	证券买入	深圳Ａ股	9.950	1.250	6505.610	-124438.200	20260129	0	
20260129	11:27:41	002400	省广集团	证券卖出	-9900	12.620	124938.000	0	7943	0105000057797207	10.000	62.470	1.250	124864.280	证券卖出	深圳Ａ股	10.000	1.250	130943.810	124864.280	20260129	0	
20260129	10:59:06	605598	上海港湾	证券买入	800	62.200	49760.000	1000	7075	45287772	5.000	0.000	0.500	-49765.500	证券买入	上海Ａ股	5.000	0.500	6079.530	-49765.500	20260129	0	
20260129	10:59:00	603881	数据港	证券卖出	-1400	37.690	52766.000	1500	7070	45256251	5.000	26.370	0.530	52734.100	证券卖出	上海Ａ股	5.000	0.530	55845.030	52734.100	20260129	0	
20260129	10:57:31	605598	上海港湾	证券买入	200	62.120	12424.000	200	7030	44907647	5.000	0.000	0.120	-12429.120	证券买入	上海Ａ股	5.000	0.120	3110.930	-12429.120	20260129	0	
20260128	10:17:03	002400	省广集团	证券买入	3700	12.230	45251.000	9900	4680	0103000035836986	5.000	0.000	0.440	-45256.440	证券买入	深圳Ａ股	5.000	0.440	15540.050	-45256.440	20260128	0	
20260128	10:17:01	603881	数据港	证券卖出	-1400	37.540	52556.000	2900	4673	29613152	5.000	26.280	0.520	52524.200	证券卖出	上海Ａ股	5.000	0.520	155993.070	52524.200	20260128	0	
20260128	09:31:10	002409	雅克科技	证券买入	1000	95.188	95188.000	1000	796	0104000003551090	7.620	0.000	0.960	-95196.580	证券买入	深圳Ａ股	7.620	0.960	60796.490	-95196.580	20260128	0	
20260128	09:31:02	603881	数据港	证券卖出	-2700	37.560	101412.000	4300	764	2048148	8.110	50.710	1.010	101352.170	证券卖出	上海Ａ股	8.110	1.010	103468.870	101352.170	20260128	0	
20260126	11:25:51	603881	数据港	证券买入	5300	35.800	189740.000	7000	8366	58192452	15.180	0.000	1.950	-189757.130	证券买入	上海Ａ股	15.180	1.950	-186411.990	-189757.130	20260126	0	
20260126	11:23:09	002138	顺络电子	证券卖出	-4800	39.300	188640.000	0	8362	0105000062702144	15.090	94.330	1.890	188528.690	证券卖出	深圳Ａ股	15.090	1.890	2116.700	188528.690	20260126	0	
20260126	09:33:36	603881	数据港	证券买入	1700	36.369	61827.000	1700	1675	6407999	5.000	0.000	0.620	-61832.620	证券买入	上海Ａ股	5.000	0.620	3345.140	-61832.620	20260126	0	
20260126	09:33:13	600879	航天电子	证券卖出	-2200	29.100	64020.000	0	1581	5951230	5.120	32.020	0.640	63982.220	证券卖出	上海Ａ股	5.120	0.640	65177.760	63982.220	20260126	0	
20260123	11:09:20	002400	省广集团	证券买入	6200	11.580	71796.000	6200	8216	0101000051179421	5.740	0.000	0.720	-71802.460	证券买入	深圳Ａ股	5.740	0.720	1195.540	-71802.460	20260123	0	
20260123	11:09:12	002138	顺络电子	证券卖出	-1800	39.690	71442.000	4800	8213	0102000050021080	5.720	35.730	0.720	71399.830	证券卖出	深圳Ａ股	5.720	0.720	72998.000	71399.830	20260123	0	
20260123	10:24:10	600879	航天电子	证券买入	2200	30.610	67342.000	2200	6381	29888807	5.390	0.000	0.670	-67348.060	证券买入	上海Ａ股	5.390	0.670	-65144.090	-67348.060	20260123	0	
20260123	10:23:55	002138	顺络电子	证券卖出	-1700	39.631	67373.000	6600	6370	0102000036264216	5.390	33.680	0.680	67333.250	证券卖出	深圳Ａ股	5.390	0.680	1598.170	67333.250	20260123	0	
20260123	10:07:35	002138	顺络电子	证券买入	3000	39.850	119550.000	8300	5457	0102000029542392	9.560	0.000	1.200	-119560.760	证券买入	深圳Ａ股	9.560	1.200	-65735.080	-119560.760	20260123	0	
20260123	10:07:25	002080	中材科技	证券卖出	-3000	39.680	119040.000	0	5440	0101000029346627	9.520	59.520	1.190	118969.770	证券卖出	深圳Ａ股	9.520	1.190	53825.680	118969.770	20260123	0	
20260122	13:54:21	002080	中材科技	证券买入	3000	40.929	122788.000	3000	10644	0103000061818973	9.820	0.000	1.220	-122799.040	证券买入	深圳Ａ股	9.820	1.220	2203.970	-122799.040	20260122	0	
20260122	13:54:14	002409	雅克科技	证券卖出	-1300	94.110	122343.000	0	10640	0103000061807623	9.790	61.200	1.200	122270.810	证券卖出	深圳Ａ股	9.790	1.200	125003.010	122270.810	20260122	0	
20260121	09:38:47	002409	雅克科技	证券买入	1300	98.680	128284.000	1300	1962	0103000010823861	10.260	0.000	1.280	-128295.540	证券买入	深圳Ａ股	10.260	1.280	2732.200	-128295.540	20260121	0	
20260121	09:38:39	002241	歌尔股份	证券卖出	-2300	29.260	67298.000	0	1947	0101000010744886	5.380	33.650	0.670	67258.300	证券卖出	深圳Ａ股	5.380	0.670	131027.740	67258.300	20260121	0	
20260121	09:38:33	600089	特变电工	证券卖出	-2100	29.808	62597.000	0	1934	8760834	5.010	31.290	0.630	62560.070	证券卖出	上海Ａ股	5.010	0.630	63769.440	62560.070	20260121	0	
20260120	13:06:08	600089	特变电工	证券买入	2100	31.240	65604.000	2100	7869	50292694	5.250	0.000	0.660	-65609.910	证券买入	上海Ａ股	5.250	0.660	8771.320	-65609.910	20260120	0	
20260120	13:05:59	002400	省广集团	证券卖出	-6100	10.760	65636.000	0	7867	0102000060215270	5.250	32.820	0.660	65597.270	证券卖出	深圳Ａ股	5.250	0.660	1209.370	65597.270	20260120	0	
20260120	09:42:09	002138	顺络电子	证券买入	5300	38.930	206329.000	5300	2385	0103000015271942	16.510	0.000	2.070	-206347.580	证券买入	深圳Ａ股	16.510	2.070	-64387.900	-206347.580	20260120	0	
20260120	09:36:45	601689	拓普集团	证券卖出	-900	82.460	74214.000	0	1488	7460802	5.940	37.110	0.740	74170.210	证券卖出	上海Ａ股	5.940	0.740	74381.230	74170.210	20260120	0	
20260120	09:36:17	002138	顺络电子	证券卖出	-1600	39.161	62658.000	0	1673	0103000008605381	5.010	31.340	0.630	62621.020	证券卖出	深圳Ａ股	5.010	0.630	141959.680	62621.020	20260120	0	
20260120	09:36:06	000682	东方电子	证券卖出	-4900	14.410	70609.000	0	1643	0104000008711361	5.650	35.300	0.710	70567.340	证券卖出	深圳Ａ股	5.650	0.710	79338.660	70567.340	20260120	0	
20260119	11:19:28	000682	东方电子	证券买入	4900	14.070	68943.000	4900	7528	0104000047303638	5.520	0.000	0.690	-68949.210	证券买入	深圳Ａ股	5.520	0.690	211.020	-68949.210	20260119	0	
20260119	11:19:24	600089	特变电工	证券卖出	-2300	29.430	67689.000	0	7527	42490817	5.420	33.840	0.670	67649.070	证券卖出	上海Ａ股	5.420	0.670	129218.410	67649.070	20260119	0	
20260119	09:59:59	601689	拓普集团	证券买入	900	76.400	68760.000	900	4379	21369998	5.500	0.000	0.700	-68766.200	证券买入	上海Ａ股	5.500	0.700	61569.340	-68766.200	20260119	0	
20260119	09:59:45	002241	歌尔股份	证券卖出	-2300	30.550	70265.000	2300	4356	0104000023948382	5.620	35.140	0.700	70223.540	证券卖出	深圳Ａ股	5.620	0.700	69160.230	70223.540	20260119	0	
20260119	09:43:21	002138	顺络电子	证券买入	1600	39.100	62560.000	1600	2464	0103000016644769	5.000	0.000	0.630	-62565.630	证券买入	深圳Ａ股	5.000	0.630	-1063.310	-62565.630	20260119	0	
20260119	09:41:14	002400	省广集团	证券买入	6100	11.100	67710.000	6100	2719	0105000014637502	5.420	0.000	0.670	-67716.090	证券买入	深圳Ａ股	5.420	0.670	61502.320	-67716.090	20260119	0	
20260119	09:40:22	600089	特变电工	证券卖出	-2300	29.350	67505.000	2300	2708	11384321	5.400	33.750	0.680	67465.170	证券卖出	上海Ａ股	5.400	0.680	130335.540	67465.170	20260119	0	
20260119	09:37:20	600089	特变电工	证券卖出	-2100	29.090	61089.000	4600	2314	8964268	5.000	30.540	0.610	61052.850	证券卖出	上海Ａ股	5.000	0.610	62870.370	61052.850	20260119	0	
20260115	14:32:39	600089	特变电工	证券买入	4000	28.440	113760.000	6700	11197	65079594	9.100	0.000	1.140	-113770.240	证券买入	上海Ａ股	9.100	1.140	-71955.970	-113770.240	20260115	0	
20260115	14:32:32	603881	数据港	证券卖出	-3000	37.900	113700.000	0	11189	65040454	9.100	56.870	1.150	113632.880	证券卖出	上海Ａ股	9.100	1.150	41814.270	113632.880	20260115	0	
20260115	10:39:27	002241	歌尔股份	证券买入	2300	30.980	71254.000	4600	6819	0103000047949761	5.700	0.000	0.710	-71260.410	证券买入	深圳Ａ股	5.700	0.710	1817.520	-71260.410	20260115	0	
20260115	10:39:13	002400	省广集团	证券卖出	-5700	12.570	71649.000	0	6813	0101000046241252	5.730	35.830	0.720	71606.720	证券卖出	深圳Ａ股	5.730	0.720	73077.930	71606.720	20260115	0	
20260115	10:38:20	002241	歌尔股份	证券买入	2300	30.980	71254.000	2300	6765	0103000047598803	5.700	0.000	0.710	-71260.410	证券买入	深圳Ａ股	5.700	0.710	1471.210	-71260.410	20260115	0	
20260115	10:37:58	002400	省广集团	证券卖出	-5700	12.450	70965.000	5700	6753	0101000045820247	5.680	35.480	0.710	70923.130	证券卖出	深圳Ａ股	5.680	0.710	72731.620	70923.130	20260115	0	
20260115	09:41:35	600089	特变电工	证券买入	2700	27.580	74466.000	2700	2979	12092720	5.960	0.000	0.770	-74472.730	证券买入	上海Ａ股	5.960	0.770	-71818.610	-74472.730	20260115	0	
20260115	09:41:15	002400	省广集团	证券卖出	-5600	13.180	73808.000	11400	2912	0101000017126126	5.900	36.920	0.720	73764.460	证券卖出	深圳Ａ股	5.900	0.720	1808.490	73764.460	20260115	0	
20260114	09:51:25	603881	数据港	证券买入	3000	37.030	111090.000	3000	3809	18083197	8.890	0.000	1.120	-111100.010	证券买入	上海Ａ股	8.890	1.120	-110511.070	-111100.010	20260114	0	
20260114	09:51:06	002400	省广集团	证券卖出	-8400	13.480	113232.000	17000	3785	0103000022690724	9.060	56.620	1.130	113165.190	证券卖出	深圳Ａ股	9.060	1.130	2654.120	113165.190	20260114	0	
20260108	09:49:08	002400	省广集团	证券买入	25400	9.350	237490.000	25400	3419	0101000017131506	19.000	0.000	2.370	-237511.370	证券买入	深圳Ａ股	19.000	2.370	648.340	-237511.370	20260108	0	
20260108	09:49:01	002920	德赛西威	证券卖出	-1700	132.564	225358.000	0	3410	0104000020740136	18.030	112.700	2.260	225225.010	证券卖出	深圳Ａ股	18.030	2.260	238159.710	225225.010	20260108	0	
20260108	00:00:00	002400	省广集团	股息红利税补	0	0.000	59.400	0	9712		0.000	0.000	0.000	-59.400	股息红利税差异化处理资金下账 证券代码:"002400"计税日期:"20260108" 税号:"0819367028" 需纳税数量:"27000.000000" 减持日期:"	深圳Ａ股	0.000	0.000	588.940	-59.400	20260107	2	
20260107	10:26:13	002920	德赛西威	证券买入	1700	138.970	236249.000	1700	5661	0103000038656956	18.900	0.000	2.360	-236270.260	证券买入	深圳Ａ股	18.900	2.360	12934.700	-236270.260	20260107	0	
20260107	10:26:04	002400	省广集团	证券卖出	-27000	9.220	248940.000	0	5650	0104000036607705	19.920	124.470	2.520	248793.090	证券卖出	深圳Ａ股	19.920	2.520	249204.960	248793.090	20260107	0	
20251230	17:00:01	002400	省广集团	股息入账	0	8.480	297.000	0	0	94293	0.000	0.000	0.000	297.000	股息入账:省广集团002400;股东账号：0908835222;	深圳Ａ股	0.000	0.000	411.870	297.000	20251230		
20251229	14:44:05	002400	省广集团	证券买入	5500	8.360	45980.000	27000	9008	0104000066931885	5.000	0.000	0.460	-45985.460	证券买入	深圳Ａ股	5.000	0.460	114.870	-45985.460	20251229	0	
20251229	14:43:52	603986	兆易创新	证券卖出	-400	227.190	90876.000	0	8990	55890362	7.270	45.440	0.900	90822.390	证券卖出	上海Ａ股	7.270	0.900	155771.920	90822.390	20251229	0	
20251229	14:43:52	002400	省广集团	证券买入	21500	8.360	179740.000	21500	9001	0104000066877621	14.380	0.000	1.850	-179756.230	证券买入	深圳Ａ股	14.380	1.850	46100.330	-179756.230	20251229	0	
20251229	14:43:45	002625	光启技术	证券卖出	-1400	50.090	70126.000	0	8996	0102000068814061	5.610	35.050	0.700	70084.640	证券卖出	深圳Ａ股	5.610	0.700	225856.560	70084.640	20251229	0	
20251229	14:43:30	600330	天通股份	证券卖出	-4900	13.091	64146.000	0	8987	55803456	5.130	32.080	0.650	64108.140	证券卖出	上海Ａ股	5.130	0.650	64949.530	64108.140	20251229	0	
20251226	13:04:42	600330	天通股份	证券买入	4900	13.650	66885.000	4900	7587	38308425	5.350	0.000	0.640	-66890.990	证券买入	上海Ａ股	5.350	0.640	841.390	-66890.990	20251226	0	
20251226	13:04:27	603986	兆易创新	证券卖出	-300	224.490	67347.000	400	7578	38256347	5.390	33.670	0.670	67307.270	证券卖出	上海Ａ股	5.390	0.670	67732.380	67307.270	20251226	0	
20251225	09:33:20	603986	兆易创新	证券买入	700	228.490	159943.000	700	1269	3361046	12.800	0.000	1.600	-159957.400	证券买入	上海Ａ股	12.800	1.600	-99523.880	-159957.400	20251225	0	
20251225	09:32:57	603596	伯特利	证券卖出	-1200	49.350	59220.000	0	1210	3117789	5.000	29.620	0.590	59184.790	证券卖出	上海Ａ股	5.000	0.590	60433.520	59184.790	20251225	0	
20251225	09:32:51	002920	德赛西威	证券卖出	-800	125.010	100008.000	0	1189	0101000004460116	8.000	50.000	1.010	99948.990	证券卖出	深圳Ａ股	8.000	1.010	425.110	99948.990	20251225	0	
20251219	20:37:46	001369	双欣材料	申购配号	25	0.000	0.000	0	7392	563334654	0.000	0.000	0.000	0.000	起始配号:563334654	深圳Ａ股	0.000	0.000	1248.200	0.000	20251219	-1	
20251219	20:37:26	001396	誉帆科技	申购配号	17	0.000	0.000	0	7393	181063628	0.000	0.000	0.000	0.000	起始配号:181063628	深圳Ａ股	0.000	0.000	1248.200	0.000	20251219	-1	
20251219	13:02:00	603596	伯特利	证券买入	1200	50.370	60444.000	1200	7490	32511992	5.000	0.000	0.600	-60449.600	证券买入	上海Ａ股	5.000	0.600	-50934.180	-60449.600	20251219	0	
20251219	13:01:52	002625	光启技术	证券卖出	-1000	52.214	52214.000	1400	7487	0102000038968316	5.000	26.100	0.520	52182.380	证券卖出	深圳Ａ股	5.000	0.520	1248.200	52182.380	20251219	0	
20251217	09:31:50	002920	德赛西威	证券买入	300	119.480	35844.000	800	858	0103000003132223	5.000	0.000	0.360	-35849.360	证券买入	深圳Ａ股	5.000	0.360	9515.420	-35849.360	20251217	0	
